Input	Input Type	MGI Gene/Marker ID	Ensembl ID
Klhl11	current symbol	MGI:2388648	ENSMUSG00000048732
Klhl12	current symbol	MGI:2385619	ENSMUSG00000026455
Klhl2	current symbol	MGI:1924363	ENSMUSG00000031605
Klhl22	current symbol	MGI:1337995	ENSMUSG00000022750
Klhl23	current symbol	MGI:2683536	ENSMUSG00000042155
Klhl25	current symbol	MGI:2668031	ENSMUSG00000055652
Klhl26	current symbol	MGI:2443079	ENSMUSG00000055707
Klhl8	current symbol	MGI:2179430	ENSMUSG00000029312
Kntc1	current symbol	MGI:2673709	ENSMUSG00000029414
Kpna2	current symbol	MGI:103561	ENSMUSG00000018362
Kpna2	human symbol	MGI:3704480	ENSMUSG00000066878
Kpna3	current symbol	MGI:1100863	ENSMUSG00000021929
Kpna4	current symbol	MGI:1100848	ENSMUSG00000027782
Kpna6	current symbol	MGI:1100836	ENSMUSG00000003731
Kpnb1	current symbol	MGI:107532	ENSMUSG00000001440
Kras	current symbol	MGI:96680	ENSMUSG00000030265
Kras	human synonym	MGI:97376	ENSMUSG00000027852
Kras	synonym	MGI:3696798	
Kremen1	current symbol	MGI:1933988	ENSMUSG00000020393
Kremen1	zebrafish symbol	MGI:3039616	ENSMUSG00000041961
Krr1	current symbol	MGI:1289274	ENSMUSG00000063334
Krt10	current symbol	MGI:96685	ENSMUSG00000019761
Krt18	current symbol	MGI:96692	ENSMUSG00000023043
Krt19	current symbol	MGI:96693	ENSMUSG00000020911
Krt8	current symbol	MGI:96705	ENSMUSG00000049382
Krtcap2	current symbol	MGI:1913309	ENSMUSG00000042747
Krtcap3	current symbol	MGI:1917065	ENSMUSG00000029149
Krtdap	current symbol	MGI:1928282	ENSMUSG00000074199
Ksr1	current symbol	MGI:105051	ENSMUSG00000018334
Kti12	current symbol	MGI:1923547	ENSMUSG00000073775
Ktn1	current symbol	MGI:109153	ENSMUSG00000021843
L3mbtl2	current symbol	MGI:2443584	ENSMUSG00000022394
Lace1	old symbol	MGI:2148801	ENSMUSG00000038302
Lactb	current symbol	MGI:1933395	ENSMUSG00000032370
Lactb2	current symbol	MGI:2442551	ENSMUSG00000025937
Lama1	current symbol	MGI:99892	ENSMUSG00000032796
Lama3	current symbol	MGI:99909	ENSMUSG00000024421
Lama3	human synonym	MGI:109321	ENSMUSG00000019846
Lama4	current symbol	MGI:109321	ENSMUSG00000019846
Lama5	current symbol	MGI:105382	ENSMUSG00000015647
Lamb1	current symbol	MGI:96743	ENSMUSG00000002900
Lamb2	current symbol	MGI:99916	ENSMUSG00000052911
Lamb2	synonym	MGI:99914	ENSMUSG00000026478
Lamb2	human synonym	MGI:96796	ENSMUSG00000062075
Lamc1	current symbol	MGI:99914	ENSMUSG00000026478
Lamc2	current symbol	MGI:99913	ENSMUSG00000026479
Lamp1	current symbol	MGI:96745	ENSMUSG00000031447
Lamtor2	current symbol	MGI:1932697	ENSMUSG00000028062
Lancl1	current symbol	MGI:1336997	ENSMUSG00000026000
Lancl2	current symbol	MGI:1919085	ENSMUSG00000062190
Lap3	human synonym	MGI:109563	ENSMUSG00000045382
Lap3	current symbol	MGI:1914238	ENSMUSG00000039682
Laptm4b	current symbol	MGI:1890494	ENSMUSG00000022257
Large	old symbol	MGI:1342270	ENSMUSG00000004383
Larp4	current symbol	MGI:2443114	ENSMUSG00000023025
Larp7	current symbol	MGI:107634	ENSMUSG00000027968
Larp7	human symbol	MGI:3650864	ENSMUSG00000066107
Lars	old symbol	MGI:1913808	ENSMUSG00000024493
Lars2	current symbol	MGI:2142973	ENSMUSG00000035202
Lasp1	current symbol	MGI:109656	ENSMUSG00000038366
Lat	current symbol	MGI:1342293	ENSMUSG00000030742
Lat	human synonym	MGI:1354944	ENSMUSG00000040044
Lat	human synonym	MGI:1920908	ENSMUSG00000030741
Lats2	current symbol	MGI:1354386	ENSMUSG00000021959
Lbr	current symbol	MGI:2138281	ENSMUSG00000004880
Lclat1	current symbol	MGI:2684937	ENSMUSG00000054469
Lcmt1	current symbol	MGI:1353593	ENSMUSG00000030763
Lcmt2	current symbol	MGI:1353659	ENSMUSG00000074890
Lcor	current symbol	MGI:2443930	ENSMUSG00000025019
Lcp1	current symbol	MGI:104808	ENSMUSG00000021998
Lcp1	human synonym	MGI:1915389	ENSMUSG00000016831
Ldb1	current symbol	MGI:894762	ENSMUSG00000025223
Ldb1	human synonym	MGI:894670	ENSMUSG00000039706
Ldb3	synonym	MGI:894670	ENSMUSG00000039706
Ldb3	current symbol	MGI:1344412	ENSMUSG00000021798
Ldha	current symbol	MGI:96759	ENSMUSG00000063229
Ldhb	current symbol	MGI:96763	ENSMUSG00000030246
Ldlr	current symbol	MGI:96765	ENSMUSG00000032193
Ldlrap1	current symbol	MGI:2140175	ENSMUSG00000037295
Ldoc1l	old symbol	MGI:2675858	ENSMUSG00000055745
Lef1	current symbol	MGI:96770	ENSMUSG00000027985
Lekr1	current symbol	MGI:3645902	ENSMUSG00000074579
Lemd2	current symbol	MGI:2385045	ENSMUSG00000044857
Leng1	current symbol	MGI:1917007	ENSMUSG00000078813
Leo1	current symbol	MGI:2685031	ENSMUSG00000042487
Lepre1	old symbol	MGI:1888921	ENSMUSG00000028641
Leprel2	old symbol	MGI:1315208	ENSMUSG00000023191
Leprot	synonym	MGI:104993	ENSMUSG00000057722
Leprot	current symbol	MGI:2687005	ENSMUSG00000035212
Leprotl1	current symbol	MGI:1915442	ENSMUSG00000031513
Letm1	current symbol	MGI:1932557	ENSMUSG00000005299
Lgals1	current symbol	MGI:96777	ENSMUSG00000068220
Lgals3	current symbol	MGI:96778	ENSMUSG00000050335
Lgr4	current symbol	MGI:1891468	ENSMUSG00000050199
Lhfpl2	current symbol	MGI:2145236	ENSMUSG00000045312
Lhpp	current symbol	MGI:1923679	ENSMUSG00000030946
Lias	current symbol	MGI:1934604	ENSMUSG00000029199
Lif	current symbol	MGI:96787	ENSMUSG00000034394
Lig1	current symbol	MGI:101789	ENSMUSG00000056394
Lig1	human synonym	MGI:107935	ENSMUSG00000030029
Lig3	current symbol	MGI:109152	ENSMUSG00000020697
Lig3	human synonym	MGI:2443955	ENSMUSG00000020105
Lig4	current symbol	MGI:1335098	ENSMUSG00000049717
Lima1	current symbol	MGI:1920992	ENSMUSG00000023022
Limd1	current symbol	MGI:1352502	ENSMUSG00000025239
Limd1	rat synonym	MGI:1353635	ENSMUSG00000057604
Limk2	current symbol	MGI:1197517	ENSMUSG00000020451
Lims1	current symbol	MGI:1195263	ENSMUSG00000019920
Lin37	current symbol	MGI:1922910	ENSMUSG00000036845
Lin7c	current symbol	MGI:1330839	ENSMUSG00000027162
Lins	old symbol	MGI:1919885	ENSMUSG00000053091
Lipa	human synonym	MGI:88374	ENSMUSG00000026818
Lipa	current symbol	MGI:96789	ENSMUSG00000024781
Lipc	current symbol	MGI:96216	ENSMUSG00000032207
Liph	human synonym	MGI:96216	ENSMUSG00000032207
Liph	current symbol	MGI:2388029	ENSMUSG00000044626
Llgl1	current symbol	MGI:102682	ENSMUSG00000020536
Llgl2	current symbol	MGI:1918843	ENSMUSG00000020782
Lman1	current symbol	MGI:1917611	ENSMUSG00000041891
Lman2	current symbol	MGI:1914140	ENSMUSG00000021484
Lmbr1l	current symbol	MGI:1289247	ENSMUSG00000022999
Lmf1	current symbol	MGI:1923733	ENSMUSG00000002279
Lmna	current symbol	MGI:96794	ENSMUSG00000028063
Lmnb1	current symbol	MGI:96795	ENSMUSG00000024590
Lmnb2	current symbol	MGI:96796	ENSMUSG00000062075
Loh12cr1	old symbol	MGI:1915024	ENSMUSG00000042992
Lonp1	current symbol	MGI:1921392	ENSMUSG00000041168
Lonp2	current symbol	MGI:1914137	ENSMUSG00000047866
Loxl2	current symbol	MGI:2137913	ENSMUSG00000034205
Loxl4	current symbol	MGI:1914823	ENSMUSG00000025185
Lpar1	current symbol	MGI:108429	ENSMUSG00000038668
Lpgat1	current symbol	MGI:2446186	ENSMUSG00000026623
Lphn1	old symbol	MGI:1929461	ENSMUSG00000013033
Lphn2	old symbol	MGI:2139714	ENSMUSG00000028184
Lpl	human synonym	MGI:104808	ENSMUSG00000021998
Lpl	current symbol	MGI:96820	ENSMUSG00000015568
Lpp	current symbol	MGI:2441849	ENSMUSG00000033306
Lrig3	current symbol	MGI:2443955	ENSMUSG00000020105
Lrp1	human synonym	MGI:1927354	ENSMUSG00000000581
Lrp1	current symbol	MGI:96828	ENSMUSG00000040249
Lrp10	human synonym	MGI:2442252	ENSMUSG00000027253
Lrp10	current symbol	MGI:1929480	ENSMUSG00000022175
Lrp8	current symbol	MGI:1340044	ENSMUSG00000028613
Lrpap1	current symbol	MGI:96829	ENSMUSG00000029103
Lrpprc	current symbol	MGI:1919666	ENSMUSG00000024120
Lrr1	current symbol	MGI:1916956	ENSMUSG00000034883
Lrrc1	current symbol	MGI:2442313	ENSMUSG00000032352
Lrrc40	current symbol	MGI:1914394	ENSMUSG00000063052
Lrrc42	current symbol	MGI:1925059	ENSMUSG00000028617
Lrrc47	current symbol	MGI:1920196	ENSMUSG00000029028
Lrrc49	current symbol	MGI:2442689	ENSMUSG00000047766
Lrrc59	current symbol	MGI:2138133	ENSMUSG00000020869
Lrrcc1	current symbol	MGI:1918960	ENSMUSG00000027550
Lrrfip1	current symbol	MGI:1342770	ENSMUSG00000026305
Lrsam1	current symbol	MGI:2684789	ENSMUSG00000026792
Lrwd1	current symbol	MGI:1918985	ENSMUSG00000029703
Lsg1	current symbol	MGI:107236	ENSMUSG00000022538
Lsm12	current symbol	MGI:1919592	ENSMUSG00000020922
Lsm3	current symbol	MGI:1914928	ENSMUSG00000034192
Lsm4	current symbol	MGI:1354692	ENSMUSG00000031848
Lsm6	current symbol	MGI:1925901	ENSMUSG00000031683
Lsp1	current symbol	MGI:96832	ENSMUSG00000018819
Ltbp3	human synonym	MGI:99502	ENSMUSG00000002020
Ltbp3	current symbol	MGI:1101355	ENSMUSG00000024940
Ltbp4	current symbol	MGI:1321395	ENSMUSG00000040488
Ltbr	current symbol	MGI:104875	ENSMUSG00000030339
Ltn1	current symbol	MGI:1926163	ENSMUSG00000052299
Ltv1	current symbol	MGI:2447810	ENSMUSG00000019814
Luc7l	current symbol	MGI:1914228	ENSMUSG00000024188
Luc7l3	current symbol	MGI:1914934	ENSMUSG00000020863
Luzp1	current symbol	MGI:107629	ENSMUSG00000001089
Ly6a	current symbol	MGI:107527	ENSMUSG00000075602
Ly6e	current symbol	MGI:106651	ENSMUSG00000022587
Ly75	current symbol	MGI:106662	ENSMUSG00000026980
Lyar	current symbol	MGI:107470	ENSMUSG00000067367
Lypd6	current symbol	MGI:2443848	ENSMUSG00000050447
Lypla1	current symbol	MGI:1344588	ENSMUSG00000025903
Lyplal1	current symbol	MGI:2385115	ENSMUSG00000039246
Lyrm2	current symbol	MGI:1917573	ENSMUSG00000045854
Lyrm5	old symbol	MGI:1914886	ENSMUSG00000040370
Lyrm7	current symbol	MGI:1922780	ENSMUSG00000020268
Lysmd4	current symbol	MGI:1922349	ENSMUSG00000043831
Lzts2	current symbol	MGI:2385095	ENSMUSG00000035342
Macf1	current symbol	MGI:108559	ENSMUSG00000028649
Mad1l1	current symbol	MGI:1341857	ENSMUSG00000029554
Mad2l1	current symbol	MGI:1860374	ENSMUSG00000029910
Mad2l1bp	current symbol	MGI:1913841	ENSMUSG00000034509
Madd	human synonym	MGI:106092	ENSMUSG00000032314
Madd	human synonym	MGI:106098	ENSMUSG00000004610
Madd	human synonym	MGI:106100	ENSMUSG00000027809
Madd	current symbol	MGI:2444672	ENSMUSG00000040687
Maea	current symbol	MGI:1891748	ENSMUSG00000079562
Mafk	current symbol	MGI:99951	ENSMUSG00000018143
Magoh	current symbol	MGI:1330312	ENSMUSG00000028609
Magoh	human synonym	MGI:1913691	ENSMUSG00000030188
Magohb	current symbol	MGI:1913691	ENSMUSG00000030188
Mak16	current symbol	MGI:1915170	ENSMUSG00000031578
Malat1	current symbol	MGI:1919539	ENSMUSG00000092341
Malt1	current symbol	MGI:2445027	ENSMUSG00000032688
Maml1	current symbol	MGI:1890504	ENSMUSG00000050567
Man1a2	current symbol	MGI:104676	ENSMUSG00000008763
Man1c1	current symbol	MGI:2446214	ENSMUSG00000037306
Man2a1	current symbol	MGI:104669	ENSMUSG00000024085
Man2a2	current symbol	MGI:2150656	ENSMUSG00000038886
Man2b1	current symbol	MGI:107286	ENSMUSG00000005142
Man2b2	current symbol	MGI:1195262	ENSMUSG00000029119
Manba	current symbol	MGI:88175	ENSMUSG00000028164
Manbal	current symbol	MGI:1916411	ENSMUSG00000063019
Maneal	current symbol	MGI:2684896	ENSMUSG00000042763
Map1lc3a	current symbol	MGI:1915661	ENSMUSG00000027602
Map2k1	current symbol	MGI:1346866	ENSMUSG00000004936
Map2k2	current symbol	MGI:1346867	ENSMUSG00000035027
Map2k4	current symbol	MGI:1346869	ENSMUSG00000033352
Map2k5	current symbol	MGI:1346345	ENSMUSG00000058444
Map2k6	current symbol	MGI:1346870	ENSMUSG00000020623
Map2k7	current symbol	MGI:1346871	ENSMUSG00000002948
Map3k10	current symbol	MGI:1346879	ENSMUSG00000040390
Map3k12	current symbol	MGI:1346881	ENSMUSG00000023050
Map3k2	current symbol	MGI:1346873	ENSMUSG00000024383
Map3k4	current symbol	MGI:1346875	ENSMUSG00000014426
Map3k6	current symbol	MGI:1855691	ENSMUSG00000028862
Map3k7	current symbol	MGI:1346877	ENSMUSG00000028284
Map4k2	current symbol	MGI:1346883	ENSMUSG00000024948
Map4k3	current symbol	MGI:2154405	ENSMUSG00000024242
Map4k4	current symbol	MGI:1349394	ENSMUSG00000026074
Map4k5	current symbol	MGI:1925503	ENSMUSG00000034761
Mapk1	current symbol	MGI:1346858	ENSMUSG00000063358
Mapk1	rat synonym	MGI:1346859	ENSMUSG00000063065
Mapk14	current symbol	MGI:1346865	ENSMUSG00000053436
Mapk1ip1	current symbol	MGI:1916796	ENSMUSG00000041775
Mapk6	current symbol	MGI:1354946	ENSMUSG00000042688
Mapk7	current symbol	MGI:1346347	ENSMUSG00000001034
Mapk8	current symbol	MGI:1346861	ENSMUSG00000021936
Mapk8ip3	current symbol	MGI:1353598	ENSMUSG00000024163
Mapk9	current symbol	MGI:1346862	ENSMUSG00000020366
Mapkapk2	current symbol	MGI:109298	ENSMUSG00000016528
Mapkapk3	current symbol	MGI:2143163	ENSMUSG00000032577
Mapkapk5	current symbol	MGI:1333110	ENSMUSG00000029454
Mapre1	current symbol	MGI:891995	ENSMUSG00000027479
Mapre2	current symbol	MGI:106271	ENSMUSG00000024277
Mapt	current symbol	MGI:97180	ENSMUSG00000018411
March2	old symbol	MGI:1925915	ENSMUSG00000079557
March3	old symbol	MGI:2443667	ENSMUSG00000032656
March5	old symbol	MGI:1915207	ENSMUSG00000023307
March7	old symbol	MGI:1931053	ENSMUSG00000026977
March9	old symbol	MGI:2446144	ENSMUSG00000040502
Marcks	current symbol	MGI:96907	ENSMUSG00000069662
Mark1	current symbol	MGI:2664902	ENSMUSG00000026620
Mark2	current symbol	MGI:99638	ENSMUSG00000024969
Mark3	current symbol	MGI:1341865	ENSMUSG00000007411
Mars	old symbol	MGI:1345633	ENSMUSG00000040354
Mars	human synonym	MGI:1925049	ENSMUSG00000027636
Mars2	current symbol	MGI:2444136	ENSMUSG00000046994
Mast2	current symbol	MGI:894676	ENSMUSG00000003810
Mastl	current symbol	MGI:1914371	ENSMUSG00000026779
Mat2a	current symbol	MGI:2443731	ENSMUSG00000053907
Mat2b	current symbol	MGI:1913667	ENSMUSG00000042032
Matr3	current symbol	MGI:1298379	ENSMUSG00000037236
Mau2	current symbol	MGI:1921799	ENSMUSG00000031858
Max	current symbol	MGI:96921	ENSMUSG00000059436
Mbd2	human synonym	MGI:2442042	ENSMUSG00000053687
Mbd2	human synonym	MGI:2442042	ENSMUSG00000115067
Mbd2	current symbol	MGI:1333813	ENSMUSG00000024513
Mbd6	current symbol	MGI:106378	ENSMUSG00000025409
Mbip	synonym	MGI:95835	ENSMUSG00000026864
Mbip	current symbol	MGI:1918320	ENSMUSG00000021028
Mbnl2	current symbol	MGI:2145597	ENSMUSG00000022139
Mboat7	current symbol	MGI:1924832	ENSMUSG00000035596
Mbtd1	current symbol	MGI:2143977	ENSMUSG00000059474
Mbtps1	current symbol	MGI:1927235	ENSMUSG00000031835
Mcam	current symbol	MGI:1933966	ENSMUSG00000032135
Mccc1	current symbol	MGI:1919289	ENSMUSG00000027709
Mccc2	current symbol	MGI:1925288	ENSMUSG00000021646
Mcl1	current symbol	MGI:101769	ENSMUSG00000038612
Mcm10	current symbol	MGI:1917274	ENSMUSG00000026669
Mcm2	old symbol	MGI:96936	
Mcm2	current symbol	MGI:105380	ENSMUSG00000002870
Mcm2	human synonym	MGI:1298398	ENSMUSG00000029730
Mcm3	current symbol	MGI:101845	ENSMUSG00000041859
Mcm3ap	current symbol	MGI:1930089	ENSMUSG00000001150
Mcm4	current symbol	MGI:103199	ENSMUSG00000022673
Mcm5	current symbol	MGI:103197	ENSMUSG00000005410
Mcm7	current symbol	MGI:1298398	ENSMUSG00000029730
Mcm8	current symbol	MGI:1913884	ENSMUSG00000027353
Mcm9	current symbol	MGI:1918817	ENSMUSG00000058298
Mcph1	current symbol	MGI:2443308	ENSMUSG00000039842
Mcrs1	current symbol	MGI:1858420	ENSMUSG00000037570
Mdc1	current symbol	MGI:3525201	ENSMUSG00000061607
Mdfi	current symbol	MGI:107687	ENSMUSG00000032717
Mdfi	zebrafish symbol	MGI:104611	ENSMUSG00000041390
Mdh1	current symbol	MGI:97051	ENSMUSG00000020321
Mdh2	current symbol	MGI:97050	ENSMUSG00000019179
Mdk	current symbol	MGI:96949	ENSMUSG00000027239
Mdm2	current symbol	MGI:96952	ENSMUSG00000020184
Mdn1	current symbol	MGI:1926159	ENSMUSG00000058006
Mdp1	current symbol	MGI:1915131	ENSMUSG00000002329
Mdp1	human synonym	MGI:1196389	ENSMUSG00000039176
Me2	human synonym	MGI:1100883	ENSMUSG00000016028
Me2	current symbol	MGI:2147351	ENSMUSG00000024556
Me2	human synonym	MGI:2136757	ENSMUSG00000043313
Me2	human synonym	MGI:2136759	ENSMUSG00000044022
Me2	synonym	MGI:98506	ENSMUSG00000053477
Mea1	current symbol	MGI:96957	ENSMUSG00000002768
Meaf6	current symbol	MGI:1917338	ENSMUSG00000028863
Med13l	current symbol	MGI:2670178	ENSMUSG00000018076
Med15	current symbol	MGI:2137379	ENSMUSG00000012114
Med16	current symbol	MGI:2158394	ENSMUSG00000013833
Med17	current symbol	MGI:2182585	ENSMUSG00000031935
Med20	current symbol	MGI:1929648	ENSMUSG00000092558
Med21	current symbol	MGI:1347064	ENSMUSG00000030291
Med22	current symbol	MGI:98446	ENSMUSG00000015776
Med24	human synonym	MGI:98446	ENSMUSG00000015776
Med24	current symbol	MGI:1344385	ENSMUSG00000017210
Med25	synonym	MGI:2183151	ENSMUSG00000061650
Med25	current symbol	MGI:1922863	ENSMUSG00000002968
Med25	zebrafish symbol	MGI:1933946	ENSMUSG00000038502
Med28	current symbol	MGI:1914249	ENSMUSG00000015804
Med4	current symbol	MGI:1914631	ENSMUSG00000022109
Med6	current symbol	MGI:1917042	ENSMUSG00000002679
Med9	current symbol	MGI:2183151	ENSMUSG00000061650
Megf8	current symbol	MGI:2446294	ENSMUSG00000045039
Meis2	current symbol	MGI:108564	ENSMUSG00000027210
Melk	current symbol	MGI:106924	ENSMUSG00000035683
Memo1	current symbol	MGI:1924140	ENSMUSG00000058704
Mertk	current symbol	MGI:96965	ENSMUSG00000014361
Mesdc1	old symbol	MGI:1891420	ENSMUSG00000070462
Mesdc2	old symbol	MGI:1891421	ENSMUSG00000038503
Mest	current symbol	MGI:96968	ENSMUSG00000051855
Metap1	current symbol	MGI:1922874	ENSMUSG00000005813
Metap1d	current symbol	MGI:1913809	ENSMUSG00000041921
Metap2	current symbol	MGI:1929701	ENSMUSG00000036112
Metrn	current symbol	MGI:1917333	ENSMUSG00000002274
Mettl1	current symbol	MGI:1339986	ENSMUSG00000006732
Mettl10	old symbol	MGI:1919346	ENSMUSG00000030960
Mettl13	current symbol	MGI:1918699	ENSMUSG00000026694
Mettl16	current symbol	MGI:1914743	ENSMUSG00000010554
Mettl2	current symbol	MGI:1289171	ENSMUSG00000020691
Mettl3	current symbol	MGI:1927165	ENSMUSG00000022160
Mettl6	current symbol	MGI:1914261	ENSMUSG00000021891
Mettl8	current symbol	MGI:2385142	ENSMUSG00000041975
Mex3a	current symbol	MGI:1919890	ENSMUSG00000074480
Mex3c	current symbol	MGI:2652843	ENSMUSG00000037253
Mex3d	current symbol	MGI:2681847	ENSMUSG00000048696
Mfap1a	current symbol	MGI:1914782	ENSMUSG00000068479
Mfap1b	current symbol	MGI:3694697	ENSMUSG00000048222
Mfap3	current symbol	MGI:1924068	ENSMUSG00000020522
Mff	current symbol	MGI:1922984	ENSMUSG00000026150
Mfge8	current symbol	MGI:102768	ENSMUSG00000030605
Mfn1	current symbol	MGI:1914664	ENSMUSG00000027668
Mfsd1	current symbol	MGI:1914118	ENSMUSG00000027775
Mfsd10	current symbol	MGI:1915544	ENSMUSG00000001082
Mfsd5	current symbol	MGI:2145901	ENSMUSG00000045665
Mfsd7c	old symbol	MGI:2384974	ENSMUSG00000034258
Mfsd8	current symbol	MGI:1919425	ENSMUSG00000025759
Mga	current symbol	MGI:1352483	ENSMUSG00000033943
Mga	human synonym	MGI:1203495	ENSMUSG00000068587
Mgat1	current symbol	MGI:96973	ENSMUSG00000020346
Mgat1	synonym	MGI:1915643	ENSMUSG00000012187
Mgat4b	current symbol	MGI:2143974	ENSMUSG00000036620
Mgat5	current symbol	MGI:894701	ENSMUSG00000036155
Mgea5	old symbol	MGI:1932139	ENSMUSG00000025220
Mgll	rat synonym	MGI:96975	ENSMUSG00000000318
Mgll	rat synonym	MGI:2385729	ENSMUSG00000040950
Mgll	current symbol	MGI:1346042	ENSMUSG00000033174
Mgst1	current symbol	MGI:1913850	ENSMUSG00000008540
Mgst3	current symbol	MGI:1913697	ENSMUSG00000026688
Micall2	current symbol	MGI:2444818	ENSMUSG00000036718
Mier2	current symbol	MGI:1917677	ENSMUSG00000042570
Miip	current symbol	MGI:106506	ENSMUSG00000029022
Mina	old symbol	MGI:1914264	ENSMUSG00000022724
Minpp1	current symbol	MGI:1336159	ENSMUSG00000024896
Mios	current symbol	MGI:2182066	ENSMUSG00000042447
Mipep	current symbol	MGI:1917728	ENSMUSG00000021993
Mipol1	current symbol	MGI:1920740	ENSMUSG00000047022
Mis12	current symbol	MGI:1914389	ENSMUSG00000040599
Mis18bp1	current symbol	MGI:2145099	ENSMUSG00000047534
Mitf	current symbol	MGI:104554	ENSMUSG00000035158
Mitf	synonym	MGI:104638	ENSMUSG00000024029
Mki67	current symbol	MGI:106035	ENSMUSG00000031004
Mkks	current symbol	MGI:1891836	ENSMUSG00000027274
Mkl1	old symbol	MGI:2384495	ENSMUSG00000042292
Mkln1	current symbol	MGI:1351638	ENSMUSG00000025609
Mknk1	current symbol	MGI:894316	ENSMUSG00000028708
Mknk2	current symbol	MGI:894279	ENSMUSG00000020190
Mkrn1	current symbol	MGI:1859353	ENSMUSG00000029922
Mkrn1	zebrafish symbol	MGI:2181178	ENSMUSG00000070527
Mkrn3	current symbol	MGI:2181178	ENSMUSG00000070527
Mks1	current symbol	MGI:3584243	ENSMUSG00000034121
Mlec	current symbol	MGI:1924015	ENSMUSG00000048578
Mlf1	current symbol	MGI:1341819	ENSMUSG00000048416
Mlh1	current symbol	MGI:101938	ENSMUSG00000032498
Mlh3	current symbol	MGI:1353455	ENSMUSG00000021245
Mllt10	current symbol	MGI:1329038	ENSMUSG00000026743
Mllt11	current symbol	MGI:1929671	ENSMUSG00000053192
Mllt4	old symbol	MGI:1314653	ENSMUSG00000068036
Mllt6	current symbol	MGI:1935145	ENSMUSG00000038437
Mlst8	current symbol	MGI:1929514	ENSMUSG00000024142
Mlx	current symbol	MGI:108398	ENSMUSG00000017801
Mlx	human synonym	MGI:1927999	ENSMUSG00000005373
Mlxip	current symbol	MGI:2141183	ENSMUSG00000038342
Mlxip	zebrafish symbol	MGI:1927999	ENSMUSG00000005373
Mmab	current symbol	MGI:1924947	ENSMUSG00000029575
Mmachc	current symbol	MGI:1914346	ENSMUSG00000028690
Mmadhc	current symbol	MGI:1923786	ENSMUSG00000026766
Mme	current symbol	MGI:97004	ENSMUSG00000027820
Mme	human synonym	MGI:97005	ENSMUSG00000049723
Mmp11	current symbol	MGI:97008	ENSMUSG00000000901
Mmrn2	current symbol	MGI:2385618	ENSMUSG00000041445
Mms19	current symbol	MGI:1919449	ENSMUSG00000025159
Mms19	synonym	MGI:1321131	
Mnat1	current symbol	MGI:106207	ENSMUSG00000021103
Mnat1	synonym	MGI:1922088	ENSMUSG00000063273
Mnd1	current symbol	MGI:1924165	ENSMUSG00000033752
Moap1	current symbol	MGI:1915555	ENSMUSG00000096458
Mocs3	current symbol	MGI:1916622	ENSMUSG00000074576
Mogat2	current symbol	MGI:2663253	ENSMUSG00000052396
Mogs	current symbol	MGI:1929872	ENSMUSG00000030036
Mon1a	current symbol	MGI:1920075	ENSMUSG00000032583
Mon2	current symbol	MGI:1914324	ENSMUSG00000034602
Morc2a	current symbol	MGI:1921772	ENSMUSG00000034543
Morc3	current symbol	MGI:2136841	ENSMUSG00000039456
Morn2	current symbol	MGI:2674071	ENSMUSG00000045257
Morn4	current symbol	MGI:2449568	ENSMUSG00000049670
Mospd3	current symbol	MGI:1916179	ENSMUSG00000037221
Mov10	current symbol	MGI:97054	ENSMUSG00000002227
Mpdu1	current symbol	MGI:1346040	ENSMUSG00000018761
Mpdz	human synonym	MGI:1278335	ENSMUSG00000029228
Mpdz	current symbol	MGI:1343489	ENSMUSG00000028402
Mphosph10	current symbol	MGI:1915223	ENSMUSG00000030521
Mphosph8	current symbol	MGI:1922589	ENSMUSG00000079184
Mphosph9	current symbol	MGI:2443138	ENSMUSG00000038126
Mpi	current symbol	MGI:97075	ENSMUSG00000032306
Mpi	human synonym	MGI:109297	ENSMUSG00000017002
Mpp5	old symbol	MGI:1927339	ENSMUSG00000021112
Mpp6	human synonym	MGI:1915783	ENSMUSG00000031843
Mpp6	old symbol	MGI:1927340	ENSMUSG00000038388
Mpp7	human synonym	MGI:1314881	ENSMUSG00000022945
Mpp7	current symbol	MGI:1922989	ENSMUSG00000057440
Mprip	current symbol	MGI:1349438	ENSMUSG00000005417
Mpv17	current symbol	MGI:97138	ENSMUSG00000107283
Mpzl1	current symbol	MGI:1915731	ENSMUSG00000026566
Mpzl2	current symbol	MGI:1289160	ENSMUSG00000032092
Mras	current symbol	MGI:1100856	ENSMUSG00000032470
Mre11a	current symbol	MGI:1100512	ENSMUSG00000031928
Mrgprf	current symbol	MGI:2384823	ENSMUSG00000031070
Mri1	current symbol	MGI:1915123	ENSMUSG00000004996
Mrm1	current symbol	MGI:2443470	ENSMUSG00000018405
Mrpl1	current symbol	MGI:2137202	ENSMUSG00000029486
Mrpl10	current symbol	MGI:1333801	ENSMUSG00000001445
Mrpl11	current symbol	MGI:2137215	ENSMUSG00000024902
Mrpl13	current symbol	MGI:2137218	ENSMUSG00000022370
Mrpl14	current symbol	MGI:1333864	ENSMUSG00000023939
Mrpl15	current symbol	MGI:1351639	ENSMUSG00000033845
Mrpl15	human synonym	MGI:1926274	ENSMUSG00000030045
Mrpl16	current symbol	MGI:2137219	ENSMUSG00000024683
Mrpl17	current symbol	MGI:1351608	ENSMUSG00000030879
Mrpl18	current symbol	MGI:1914931	ENSMUSG00000057388
Mrpl19	current symbol	MGI:1926274	ENSMUSG00000030045
Mrpl20	current symbol	MGI:2137221	ENSMUSG00000029066
