Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
Slc1a5	current symbol	MGI:105305	Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5	protein coding gene	ENSMUSG00000001918
Prkd2	current symbol	MGI:2141917	Prkd2	protein kinase D2	protein coding gene	ENSMUSG00000041187
Ppp1r13l	current symbol	MGI:3525053	Ppp1r13l	protein phosphatase 1, regulatory subunit 13 like	protein coding gene	ENSMUSG00000040734
Smg9	current symbol	MGI:1919247	Smg9	SMG9 nonsense mediated mRNA decay factor	protein coding gene	ENSMUSG00000002210
Zfp428	current symbol	MGI:1916463	Zfp428	zinc finger protein 428	protein coding gene	ENSMUSG00000064264
Erf	current symbol	MGI:109637	Erf	Ets2 repressor factor	protein coding gene	ENSMUSG00000040857
Erf	human synonym	MGI:2385071	Etf1	eukaryotic translation termination factor 1	protein coding gene	ENSMUSG00000024360
Arhgef1	current symbol	MGI:1353510	Arhgef1	Rho guanine nucleotide exchange factor (GEF) 1	protein coding gene	ENSMUSG00000040940
Axl	current symbol	MGI:1347244	Axl	AXL receptor tyrosine kinase	protein coding gene	ENSMUSG00000002602
Nfkbib	current symbol	MGI:104752	Nfkbib	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta	protein coding gene	ENSMUSG00000030595
Actn4	current symbol	MGI:1890773	Actn4	actinin alpha 4	protein coding gene	ENSMUSG00000054808
Zfp260	current symbol	MGI:1347071	Zfp260	zinc finger protein 260	protein coding gene	ENSMUSG00000049421
U2af1l4	current symbol	MGI:2678374	U2af1l4	U2 small nuclear RNA auxiliary factor 1-like 4	protein coding gene	ENSMUSG00000078765
Fxyd5	current symbol	MGI:1201785	Fxyd5	FXYD domain-containing ion transport regulator 5	protein coding gene	ENSMUSG00000009687
Gpi1	current symbol	MGI:95797	Gpi1	glucose-6-phosphate isomerase 1	protein coding gene	ENSMUSG00000036427
Gpi1	synonym	MGI:1333114	Pigq	phosphatidylinositol glycan anchor biosynthesis, class Q	protein coding gene	ENSMUSG00000025728
Cebpa	current symbol	MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	protein coding gene	ENSMUSG00000034957
Rras	current symbol	MGI:98179	Rras	related RAS viral (r-ras) oncogene	protein coding gene	ENSMUSG00000038387
Gys1	current symbol	MGI:101805	Gys1	glycogen synthase 1, muscle	protein coding gene	ENSMUSG00000003865
Ldha	current symbol	MGI:96759	Ldha	lactate dehydrogenase A	protein coding gene	ENSMUSG00000063229
Asb7	current symbol	MGI:2152835	Asb7	ankyrin repeat and SOCS box-containing 7	protein coding gene	ENSMUSG00000030509
Igf1r	current symbol	MGI:96433	Igf1r	insulin-like growth factor I receptor	protein coding gene	ENSMUSG00000005533
Slco3a1	current symbol	MGI:1351867	Slco3a1	solute carrier organic anion transporter family, member 3a1	protein coding gene	ENSMUSG00000025790
Klhl25	current symbol	MGI:2668031	Klhl25	kelch-like 25	protein coding gene	ENSMUSG00000055652
Blm	current symbol	MGI:1328362	Blm	Bloom syndrome, RecQ like helicase	protein coding gene	ENSMUSG00000030528
Rab6a	current symbol	MGI:894313	Rab6a	RAB6A, member RAS oncogene family	protein coding gene	ENSMUSG00000030704
Arap1	current symbol	MGI:1916960	Arap1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	protein coding gene	ENSMUSG00000032812
Akip1	current symbol	MGI:3041226	Akip1	A kinase (PRKA) interacting protein 1	protein coding gene	ENSMUSG00000031023
Swap70	current symbol	MGI:1298390	Swap70	SWA-70 protein	protein coding gene	ENSMUSG00000031015
Usp47	current symbol	MGI:1922246	Usp47	ubiquitin specific peptidase 47	protein coding gene	ENSMUSG00000059263
Mical2	current symbol	MGI:2444947	Mical2	microtubule associated monooxygenase, calponin and LIM domain containing 2	protein coding gene	ENSMUSG00000038244
Arntl	old symbol	MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	protein coding gene	ENSMUSG00000055116
Eef2k	current symbol	MGI:1195261	Eef2k	eukaryotic elongation factor-2 kinase	protein coding gene	ENSMUSG00000035064
Bag3	current symbol	MGI:1352493	Bag3	BCL2-associated athanogene 3	protein coding gene	ENSMUSG00000030847
Ate1	current symbol	MGI:1333870	Ate1	arginyltransferase 1	protein coding gene	ENSMUSG00000030850
Rnh1	human synonym	MGI:1335073	Rnaseh1	ribonuclease H1	protein coding gene	ENSMUSG00000020630
Rnh1	current symbol	MGI:1195456	Rnh1	ribonuclease/angiogenin inhibitor 1	protein coding gene	ENSMUSG00000038650
Ifitm2	current symbol	MGI:1933382	Ifitm2	interferon induced transmembrane protein 2	protein coding gene	ENSMUSG00000060591
Tspan4	current symbol	MGI:1928097	Tspan4	tetraspanin 4	protein coding gene	ENSMUSG00000025511
Pnpla2	current symbol	MGI:1914103	Pnpla2	patatin-like phospholipase domain containing 2	protein coding gene	ENSMUSG00000025509
Cd81	current symbol	MGI:1096398	Cd81	CD81 antigen	protein coding gene	ENSMUSG00000037706
Osbpl5	current symbol	MGI:1930265	Osbpl5	oxysterol binding protein-like 5	protein coding gene	ENSMUSG00000037606
Col4a2	current symbol	MGI:88455	Col4a2	collagen, type IV, alpha 2	protein coding gene	ENSMUSG00000031503
Slc20a2	current symbol	MGI:97851	Slc20a2	solute carrier family 20, member 2	protein coding gene	ENSMUSG00000037656
Tcim	current symbol	MGI:1916318	Tcim	transcriptional and immune response regulator	protein coding gene	ENSMUSG00000056313
Adam9	current symbol	MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	protein coding gene	ENSMUSG00000031555
Fgfr1	current symbol	MGI:95522	Fgfr1	fibroblast growth factor receptor 1	protein coding gene	ENSMUSG00000031565
Zfp703	current symbol	MGI:2662729	Zfp703	zinc finger protein 703	protein coding gene	ENSMUSG00000085795
Nrg1	current symbol	MGI:96083	Nrg1	neuregulin 1	protein coding gene	ENSMUSG00000062991
Nrg1	current symbol	MGI:96083	Nrg1	neuregulin 1	protein coding gene	ENSMUSG00000118541
Dusp4	current symbol	MGI:2442191	Dusp4	dual specificity phosphatase 4	protein coding gene	ENSMUSG00000031530
Stox2	current symbol	MGI:1918319	Stox2	storkhead box 2	protein coding gene	ENSMUSG00000038143
Csgalnact1	current symbol	MGI:2442354	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	protein coding gene	ENSMUSG00000036356
Gatad2a	current symbol	MGI:2384585	Gatad2a	GATA zinc finger domain containing 2A	protein coding gene	ENSMUSG00000036180
Ifi30	current symbol	MGI:2137648	Ifi30	interferon gamma inducible protein 30	protein coding gene	ENSMUSG00000031838
Haus8	current symbol	MGI:1923728	Haus8	4HAUS augmin-like complex, subunit 8	protein coding gene	ENSMUSG00000035439
Bst2	current symbol	MGI:1916800	Bst2	bone marrow stromal cell antigen 2	protein coding gene	ENSMUSG00000046718
Gipc1	current symbol	MGI:1926252	Gipc1	GIPC PDZ domain containing family, member 1	protein coding gene	ENSMUSG00000019433
AK168184	Genbank	MGI:3588227	G430095P16Rik	RIKEN cDNA G430095P16 gene	protein coding gene	ENSMUSG00000074203
Farsa	current symbol	MGI:1913840	Farsa	phenylalanyl-tRNA synthetase, alpha subunit	protein coding gene	ENSMUSG00000003808
Cfap20	current symbol	MGI:107428	Cfap20	cilia and flagella associated protein 20	protein coding gene	ENSMUSG00000031796
Nfat5	current symbol	MGI:1859333	Nfat5	nuclear factor of activated T cells 5	protein coding gene	ENSMUSG00000003847
Aars	old symbol	MGI:2384560	Aars1	alanyl-tRNA synthetase 1	protein coding gene	ENSMUSG00000031960
Hsdl1	current symbol	MGI:1919802	Hsdl1	hydroxysteroid dehydrogenase like 1	protein coding gene	ENSMUSG00000034189
Tldc1	old symbol	MGI:1921597	Meak7	MTOR associated protein, eak-7 homolog	protein coding gene	ENSMUSG00000034105
Slc7a5	current symbol	MGI:1298205	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	protein coding gene	ENSMUSG00000040010
Cdt1	current symbol	MGI:1914427	Cdt1	chromatin licensing and DNA replication factor 1	protein coding gene	ENSMUSG00000006585
Spg7	current symbol	MGI:2385906	Spg7	SPG7, paraplegin matrix AAA peptidase subunit	protein coding gene	ENSMUSG00000000738
Nrp1	human synonym	MGI:2443902	Nell1	NEL-like 1	protein coding gene	ENSMUSG00000055409
Nrp1	current symbol	MGI:106206	Nrp1	neuropilin 1	protein coding gene	ENSMUSG00000025810
Itgb1	current symbol	MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	protein coding gene	ENSMUSG00000025809
Endod1	current symbol	MGI:1919196	Endod1	endonuclease domain containing 1	protein coding gene	ENSMUSG00000037419
Dnm2	current symbol	MGI:109547	Dnm2	dynamin 2	protein coding gene	ENSMUSG00000033335
Tmed1	current symbol	MGI:106201	Tmed1	transmembrane p24 trafficking protein 1	protein coding gene	ENSMUSG00000032180
Kank2	current symbol	MGI:2384568	Kank2	KN motif and ankyrin repeat domains 2	protein coding gene	ENSMUSG00000032194
Bmper	current symbol	MGI:1920480	Bmper	BMP-binding endothelial regulator	protein coding gene	ENSMUSG00000031963
Ets1	current symbol	MGI:95455	Ets1	E26 avian leukemia oncogene 1, 5' domain	protein coding gene	ENSMUSG00000032035
Pknox2	current symbol	MGI:2445415	Pknox2	Pbx/knotted 1 homeobox 2	protein coding gene	ENSMUSG00000035934
Ubash3b	current symbol	MGI:1920078	Ubash3b	ubiquitin associated and SH3 domain containing, B	protein coding gene	ENSMUSG00000032020
Hmbs	current symbol	MGI:96112	Hmbs	hydroxymethylbilane synthase	protein coding gene	ENSMUSG00000032126
Vps11	current symbol	MGI:1918982	Vps11	VPS11, CORVET/HOPS core subunit	protein coding gene	ENSMUSG00000032127
Trappc4	current symbol	MGI:1926211	Trappc4	trafficking protein particle complex 4	protein coding gene	ENSMUSG00000032112
Ccdc84	old symbol	MGI:2685960	Cenatac	centrosomal AT-AC splicing factor	protein coding gene	ENSMUSG00000043923
Rbm7	current symbol	MGI:1914260	Rbm7	RNA binding motif protein 7	protein coding gene	ENSMUSG00000042396
Hexa	current symbol	MGI:96073	Hexa	hexosaminidase A	protein coding gene	ENSMUSG00000025232
Smad3	current symbol	MGI:1201674	Smad3	SMAD family member 3	protein coding gene	ENSMUSG00000032402
Plekho2	current symbol	MGI:2143132	Plekho2	pleckstrin homology domain containing, family O member 2	protein coding gene	ENSMUSG00000050721
Tpm1	synonym	MGI:108026	Tcpm1	T cell phenotype modifier 1	QTL	
Tpm1	current symbol	MGI:98809	Tpm1	tropomyosin 1, alpha	protein coding gene	ENSMUSG00000032366
Tpm1	zebrafish symbol	MGI:1890149	Tpm3	tropomyosin 3, gamma	protein coding gene	ENSMUSG00000027940
Tbx18	current symbol	MGI:1923615	Tbx18	T-box18	protein coding gene	ENSMUSG00000032419
Chst2	current symbol	MGI:1891160	Chst2	carbohydrate sulfotransferase 2	protein coding gene	ENSMUSG00000033350
Mapkapk3	current symbol	MGI:2143163	Mapkapk3	mitogen-activated protein kinase-activated protein kinase 3	protein coding gene	ENSMUSG00000032577
Cish	current symbol	MGI:103159	Cish	cytokine inducible SH2-containing protein	protein coding gene	ENSMUSG00000032578
Nprl2	current symbol	MGI:1914482	Nprl2	NPR2 like, GATOR1 complex subunit	protein coding gene	ENSMUSG00000010057
Tusc2	current symbol	MGI:1931086	Tusc2	tumor suppressor 2, mitochondrial calcium regulator	protein coding gene	ENSMUSG00000010054
Tgfbr2	current symbol	MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	protein coding gene	ENSMUSG00000032440
Golga4	current symbol	MGI:1859646	Golga4	golgin A4	protein coding gene	ENSMUSG00000038708
Ss18l2	current symbol	MGI:1349474	Ss18l2	SS18, nBAF chromatin remodeling complex subunit like 2	protein coding gene	ENSMUSG00000032526
Fyco1	current symbol	MGI:107277	Fyco1	FYVE and coiled-coil domain containing 1	protein coding gene	ENSMUSG00000025241
Col5a2	current symbol	MGI:88458	Col5a2	collagen, type V, alpha 2	protein coding gene	ENSMUSG00000026042
Raph1	current symbol	MGI:1924550	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	protein coding gene	ENSMUSG00000026014
Fn1	current symbol	MGI:95566	Fn1	fibronectin 1	protein coding gene	ENSMUSG00000026193
Xrcc5	current symbol	MGI:104517	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5	protein coding gene	ENSMUSG00000026187
Actr3	current symbol	MGI:1921367	Actr3	ARP3 actin-related protein 3	protein coding gene	ENSMUSG00000026341
Mgat5	current symbol	MGI:894701	Mgat5	mannoside acetylglucosaminyltransferase 5	protein coding gene	ENSMUSG00000036155
Btg2	current symbol	MGI:108384	Btg2	BTG anti-proliferation factor 2	protein coding gene	ENSMUSG00000020423
Prdx6	synonym	MGI:1859821	Prdx5	peroxiredoxin 5	protein coding gene	ENSMUSG00000024953
Prdx6	current symbol	MGI:894320	Prdx6	peroxiredoxin 6	protein coding gene	ENSMUSG00000026701
Prdx6	human symbol	MGI:1336888	Prdx6b	peroxiredoxin 6B	protein coding gene	ENSMUSG00000050114
Pigc	current symbol	MGI:1914542	Pigc	phosphatidylinositol glycan anchor biosynthesis, class C	protein coding gene	ENSMUSG00000026698
Mpc2	synonym	MGI:1195985	Cbx4	chromobox 4	protein coding gene	ENSMUSG00000039989
Mpc2	current symbol	MGI:1917706	Mpc2	mitochondrial pyruvate carrier 2	protein coding gene	ENSMUSG00000026568
Mpzl1	current symbol	MGI:1915731	Mpzl1	myelin protein zero-like 1	protein coding gene	ENSMUSG00000026566
Pbx1	current symbol	MGI:97495	Pbx1	pre B cell leukemia homeobox 1	protein coding gene	ENSMUSG00000052534
Cnst	current symbol	MGI:2445141	Cnst	consortin, connexin sorting protein	protein coding gene	ENSMUSG00000038949
Ahctf1	current symbol	MGI:1915033	Ahctf1	AT hook containing transcription factor 1	protein coding gene	ENSMUSG00000026491
Pycr2	current symbol	MGI:1277956	Pycr2	pyrroline-5-carboxylate reductase family, member 2	protein coding gene	ENSMUSG00000026520
Lbr	current symbol	MGI:2138281	Lbr	lamin B receptor	protein coding gene	ENSMUSG00000004880
Ptpn14	current symbol	MGI:102467	Ptpn14	protein tyrosine phosphatase, non-receptor type 14	protein coding gene	ENSMUSG00000026604
Syne1	current symbol	MGI:1927152	Syne1	spectrin repeat containing, nuclear envelope 1	protein coding gene	ENSMUSG00000096054
Abracl	current symbol	MGI:1920362	Abracl	ABRA C-terminal like	protein coding gene	ENSMUSG00000078453
Tbpl1	current symbol	MGI:1339946	Tbpl1	TATA box binding protein-like 1	protein coding gene	ENSMUSG00000071359
Afg1l	current symbol	MGI:2148801	Afg1l	AFG1 like ATPase	protein coding gene	ENSMUSG00000038302
Atg5	current symbol	MGI:1277186	Atg5	autophagy related 5	protein coding gene	ENSMUSG00000038160
Gja1	current symbol	MGI:95713	Gja1	gap junction protein, alpha 1	protein coding gene	ENSMUSG00000050953
Gja1	human symbol	MGI:95717	Gja6	gap junction protein, alpha 6	protein coding gene	ENSMUSG00000055691
Psap	human synonym	MGI:1929261	Mtch1	mitochondrial carrier 1	protein coding gene	ENSMUSG00000024012
Psap	current symbol	MGI:97783	Psap	prosaposin	protein coding gene	ENSMUSG00000004207
Psap	zebrafish symbol	MGI:1924193	Psapl1	prosaposin-like 1	protein coding gene	ENSMUSG00000043430
Psap	human synonym	MGI:109518	Sftpa1	surfactant associated protein A1	protein coding gene	ENSMUSG00000021789
2310011J03Rik	current symbol	MGI:1913624	2310011J03Rik	RIKEN cDNA 2310011J03 gene	protein coding gene	ENSMUSG00000020133
Map2k2	current symbol	MGI:1346867	Map2k2	mitogen-activated protein kinase kinase 2	protein coding gene	ENSMUSG00000035027
Metap2	current symbol	MGI:1929701	Metap2	methionine aminopeptidase 2	protein coding gene	ENSMUSG00000036112
Vezt	current symbol	MGI:2143698	Vezt	vezatin, adherens junctions transmembrane protein	protein coding gene	ENSMUSG00000036099
Tmbim4	current symbol	MGI:1915462	Tmbim4	transmembrane BAX inhibitor motif containing 4	protein coding gene	ENSMUSG00000020225
Hmga2	current symbol	MGI:101761	Hmga2	high mobility group AT-hook 2	protein coding gene	ENSMUSG00000056758
Dctn2	current symbol	MGI:107733	Dctn2	dynactin 2	protein coding gene	ENSMUSG00000025410
Cd63	current symbol	MGI:99529	Cd63	CD63 antigen	protein coding gene	ENSMUSG00000025351
Dusp18	current symbol	MGI:1922469	Dusp18	dual specificity phosphatase 18	protein coding gene	ENSMUSG00000047205
Urgcp	current symbol	MGI:1919296	Urgcp	upregulator of cell proliferation	protein coding gene	ENSMUSG00000049680
Fbxw11	current symbol	MGI:2144023	Fbxw11	F-box and WD-40 domain protein 11	protein coding gene	ENSMUSG00000020271
Zfp354c	current symbol	MGI:1353621	Zfp354c	zinc finger protein 354C	protein coding gene	ENSMUSG00000044807
Zfp354b	current symbol	MGI:1351476	Zfp354b	zinc finger protein 354B	protein coding gene	ENSMUSG00000020335
9530068E07Rik	current symbol	MGI:2654705	9530068E07Rik	RIKEN cDNA 9530068E07 gene	protein coding gene	ENSMUSG00000036275
Cdc42se2	current symbol	MGI:1919979	Cdc42se2	CDC42 small effector 2	protein coding gene	ENSMUSG00000052298
Lyrm7	current symbol	MGI:1922780	Lyrm7	LYR motif containing 7	protein coding gene	ENSMUSG00000020268
Srebf1	current symbol	MGI:107606	Srebf1	sterol regulatory element binding transcription factor 1	protein coding gene	ENSMUSG00000020538
Specc1	current symbol	MGI:2442356	Specc1	sperm antigen with calponin homology and coiled-coil domains 1	protein coding gene	ENSMUSG00000042331
Zfp286	current symbol	MGI:2384758	Zfp286	zinc finger protein 286	protein coding gene	ENSMUSG00000047342
Ndel1	current symbol	MGI:1932915	Ndel1	nudE neurodevelopment protein 1 like 1	protein coding gene	ENSMUSG00000018736
Slc16a13	zebrafish symbol	MGI:2663709	Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11	protein coding gene	ENSMUSG00000040938
Slc16a13	current symbol	MGI:1916559	Slc16a13	solute carrier family 16 (monocarboxylic acid transporters), member 13	protein coding gene	ENSMUSG00000044367
Dhrs13	current symbol	MGI:1917701	Dhrs13	dehydrogenase/reductase (SDR family) member 13	protein coding gene	ENSMUSG00000020834
Ggnbp2	current symbol	MGI:2387356	Ggnbp2	gametogenetin binding protein 2	protein coding gene	ENSMUSG00000020530
Mmd	current symbol	MGI:1914718	Mmd	monocyte to macrophage differentiation-associated	protein coding gene	ENSMUSG00000003948
Hdac5	current symbol	MGI:1333784	Hdac5	histone deacetylase 5	protein coding gene	ENSMUSG00000008855
Nmt1	current symbol	MGI:102579	Nmt1	N-myristoyltransferase 1	protein coding gene	ENSMUSG00000020936
Myl4	zebrafish symbol	MGI:97268	Myl3	myosin, light polypeptide 3	protein coding gene	ENSMUSG00000059741
Myl4	current symbol	MGI:97267	Myl4	myosin, light polypeptide 4	protein coding gene	ENSMUSG00000061086
Gna13	current symbol	MGI:95768	Gna13	guanine nucleotide binding protein, alpha 13	protein coding gene	ENSMUSG00000020611
Tmem94	current symbol	MGI:1919197	Tmem94	transmembrane protein 94	protein coding gene	ENSMUSG00000020747
Prpsap1	current symbol	MGI:1915013	Prpsap1	phosphoribosyl pyrophosphate synthetase-associated protein 1	protein coding gene	ENSMUSG00000015869
Tmc6	current symbol	MGI:1098686	Tmc6	transmembrane channel-like gene family 6	protein coding gene	ENSMUSG00000025572
Socs3	current symbol	MGI:1201791	Socs3	suppressor of cytokine signaling 3	protein coding gene	ENSMUSG00000053113
Cep131	current symbol	MGI:107440	Cep131	centrosomal protein 131	protein coding gene	ENSMUSG00000039781
Dus1l	current symbol	MGI:1915980	Dus1l	dihydrouridine synthase 1-like (S. cerevisiae)	protein coding gene	ENSMUSG00000025155
Klhl29	current symbol	MGI:2683857	Klhl29	kelch-like 29	protein coding gene	ENSMUSG00000020627
Hs1bp3	current symbol	MGI:1913224	Hs1bp3	HCLS1 binding protein 3	protein coding gene	ENSMUSG00000020605
E2f6	current symbol	MGI:1354159	E2f6	E2F transcription factor 6	protein coding gene	ENSMUSG00000057469
Twist1	current symbol	MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	protein coding gene	ENSMUSG00000035799
Gm7008	current symbol	MGI:3647211	Gm7008	predicted gene 7008	lncRNA gene	ENSMUSG00000035983
Pole2	current symbol	MGI:1197514	Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit)	protein coding gene	ENSMUSG00000020974
Susd6	current symbol	MGI:2444661	Susd6	sushi domain containing 6	protein coding gene	ENSMUSG00000021133
Ptgr2	current symbol	MGI:1916372	Ptgr2	prostaglandin reductase 2	protein coding gene	ENSMUSG00000072946
Yy1	current symbol	MGI:99150	Yy1	YY1 transcription factor	protein coding gene	ENSMUSG00000021264
Wdr37	current symbol	MGI:1920393	Wdr37	WD repeat domain 37	protein coding gene	ENSMUSG00000021147
Sox4	current symbol	MGI:98366	Sox4	SRY (sex determining region Y)-box 4	protein coding gene	ENSMUSG00000076431
Cdkal1	current symbol	MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	protein coding gene	ENSMUSG00000006191
Foxc1	current symbol	MGI:1347466	Foxc1	forkhead box C1	protein coding gene	ENSMUSG00000050295
Ctsl	current symbol	MGI:88564	Ctsl	cathepsin L	protein coding gene	ENSMUSG00000021477
Ell2	current symbol	MGI:2183438	Ell2	elongation factor for RNA polymerase II 2	protein coding gene	ENSMUSG00000001542
Scamp1	current symbol	MGI:1349480	Scamp1	secretory carrier membrane protein 1	protein coding gene	ENSMUSG00000021687
Gcnt4	current symbol	MGI:2684919	Gcnt4	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	protein coding gene	ENSMUSG00000091387
Adamts6	current symbol	MGI:1347348	Adamts6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6	protein coding gene	ENSMUSG00000046169
Nln	current symbol	MGI:1923055	Nln	neurolysin (metallopeptidase M3 family)	protein coding gene	ENSMUSG00000021710
Sgtb	current symbol	MGI:2444615	Sgtb	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	protein coding gene	ENSMUSG00000042743
Trim23	current symbol	MGI:1933161	Trim23	tripartite motif-containing 23	protein coding gene	ENSMUSG00000021712
Gpx8	current symbol	MGI:1916840	Gpx8	glutathione peroxidase 8 (putative)	protein coding gene	ENSMUSG00000021760
Ptprg	current symbol	MGI:97814	Ptprg	protein tyrosine phosphatase receptor type G	protein coding gene	ENSMUSG00000121513
Oxsm	current symbol	MGI:1918397	Oxsm	3-oxoacyl-ACP synthase, mitochondrial	protein coding gene	ENSMUSG00000021786
Zfp503	current symbol	MGI:1353644	Zfp503	zinc finger protein 503	protein coding gene	ENSMUSG00000039081
Ctsb	current symbol	MGI:88561	Ctsb	cathepsin B	protein coding gene	ENSMUSG00000021939
Extl3	current symbol	MGI:1860765	Extl3	exostosin-like glycosyltransferase 3	protein coding gene	ENSMUSG00000021978
Ccar2	current symbol	MGI:2444228	Ccar2	cell cycle activator and apoptosis regulator 2	protein coding gene	ENSMUSG00000033712
Gpc6	current symbol	MGI:1346322	Gpc6	glypican 6	protein coding gene	ENSMUSG00000058571
Dzip1	current symbol	MGI:1914311	Dzip1	DAZ interacting protein 1	protein coding gene	ENSMUSG00000042156
Ghr	current symbol	MGI:95708	Ghr	growth hormone receptor	protein coding gene	ENSMUSG00000055737
Ghr	synonym	MGI:1930008	Ghrl	ghrelin	protein coding gene	ENSMUSG00000064177
Maff	current symbol	MGI:96910	Maff	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)	protein coding gene	ENSMUSG00000042622
Ccdc134	current symbol	MGI:1923707	Ccdc134	coiled-coil domain containing 134	protein coding gene	ENSMUSG00000068114
Ccdc134	zebrafish symbol	MGI:3511744	Gimap9	GTPase, IMAP family member 9	protein coding gene	ENSMUSG00000051124
Mapk11	current symbol	MGI:1338024	Mapk11	mitogen-activated protein kinase 11	protein coding gene	ENSMUSG00000053137
Ano6	current symbol	MGI:2145890	Ano6	anoctamin 6	protein coding gene	ENSMUSG00000064210
Slc38a2	current symbol	MGI:1915010	Slc38a2	solute carrier family 38, member 2	protein coding gene	ENSMUSG00000022462
Rapgef3	current symbol	MGI:2441741	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3	protein coding gene	ENSMUSG00000022469
Smarcd1	current symbol	MGI:1933623	Smarcd1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	protein coding gene	ENSMUSG00000023018
Litaf	current symbol	MGI:1929512	Litaf	LPS-induced TN factor	protein coding gene	ENSMUSG00000022500
Socs1	current symbol	MGI:1354910	Socs1	suppressor of cytokine signaling 1	protein coding gene	ENSMUSG00000038037
Zc3h7a	current symbol	MGI:2445044	Zc3h7a	zinc finger CCCH type containing 7 A	protein coding gene	ENSMUSG00000037965
Snai2	current symbol	MGI:1096393	Snai2	snail family zinc finger 2	protein coding gene	ENSMUSG00000022676
Klhl22	current symbol	MGI:1337995	Klhl22	kelch-like 22	protein coding gene	ENSMUSG00000022750
Bcl6	current symbol	MGI:107187	Bcl6	B cell leukemia/lymphoma 6	protein coding gene	ENSMUSG00000022508
Ncbp2	current symbol	MGI:1915342	Ncbp2	nuclear cap binding protein subunit 2	protein coding gene	ENSMUSG00000022774
Zfp148	current symbol	MGI:1332234	Zfp148	zinc finger protein 148	protein coding gene	ENSMUSG00000022811
Fam162a	current symbol	MGI:1917436	Fam162a	family with sequence similarity 162, member A	protein coding gene	ENSMUSG00000003955
Bbx	current symbol	MGI:1917758	Bbx	bobby sox HMG box containing	protein coding gene	ENSMUSG00000022641
Atp5o	old symbol	MGI:106341	Atp5po	ATP synthase peripheral stalk subunit OSCP	protein coding gene	ENSMUSG00000022956
Atp5o	old symbol	MGI:106341	Atp5po	ATP synthase peripheral stalk subunit OSCP	protein coding gene	ENSMUSG00000116933
Ets2	current symbol	MGI:95456	Ets2	E26 avian leukemia oncogene 2, 3' domain	protein coding gene	ENSMUSG00000022895
Tiam2	current symbol	MGI:1344338	Tiam2	T cell lymphoma invasion and metastasis 2	protein coding gene	ENSMUSG00000023800
Tmem242	current symbol	MGI:1917794	Tmem242	transmembrane protein 242	protein coding gene	ENSMUSG00000004945
Fahd1	current symbol	MGI:1915886	Fahd1	fumarylacetoacetate hydrolase domain containing 1	protein coding gene	ENSMUSG00000045316
Fam234a	current symbol	MGI:2146854	Fam234a	family with sequence similarity 234, member A	protein coding gene	ENSMUSG00000024187
Atp6v0e	current symbol	MGI:1328318	Atp6v0e	ATPase, H+ transporting, lysosomal V0 subunit E	protein coding gene	ENSMUSG00000015575
Rnf8	current symbol	MGI:1929069	Rnf8	ring finger protein 8	protein coding gene	ENSMUSG00000090083
Neu1	human synonym	MGI:2449923	Egfl7	EGF-like domain 7	protein coding gene	ENSMUSG00000026921
Neu1	current symbol	MGI:97305	Neu1	neuraminidase 1	protein coding gene	ENSMUSG00000007038
Neu1	synonym	MGI:1334263	Neurl1a	neuralized E3 ubiquitin protein ligase 1A	protein coding gene	ENSMUSG00000006435
Slc35b2	rat synonym	MGI:1194908	Nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon	protein coding gene	ENSMUSG00000023947
Slc35b2	current symbol	MGI:1921086	Slc35b2	solute carrier family 35, member B2	protein coding gene	ENSMUSG00000037089
Srf	current symbol	MGI:106658	Srf	serum response factor	protein coding gene	ENSMUSG00000015605
Ankrd12	current symbol	MGI:1914357	Ankrd12	ankyrin repeat domain 12	protein coding gene	ENSMUSG00000034647
Lbh	current symbol	MGI:1925139	Lbh	limb-bud and heart	protein coding gene	ENSMUSG00000024063
