Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
NM_026157	RefSeq	MGI:1914690	Mtpap	mitochondrial poly(A) polymerase	protein coding gene	ENSMUSG00000024234
NM_199036	RefSeq	MGI:3505701	Fbxw15	F-box and WD-40 domain protein 15	protein coding gene	ENSMUSG00000074060
NM_026579	RefSeq	MGI:106381	Nopchap1	NOP protein chaperone 1	protein coding gene	ENSMUSG00000020255
NM_177388	RefSeq	MGI:2442940	Slc41a2	solute carrier family 41, member 2	protein coding gene	ENSMUSG00000034591
NM_153153	RefSeq	MGI:2147319	Svil	supervillin	protein coding gene	ENSMUSG00000024236
NM_001001182	RefSeq	MGI:2442782	Baz2b	bromodomain adjacent to zinc finger domain, 2B	protein coding gene	ENSMUSG00000026987
NM_001134391	RefSeq	MGI:103298	Apobec1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1	protein coding gene	ENSMUSG00000040613
NM_008108	RefSeq	MGI:95686	Gdf3	growth differentiation factor 3	protein coding gene	ENSMUSG00000030117
NM_007980	RefSeq	MGI:95478	Fabp2	fatty acid binding protein 2, intestinal	protein coding gene	ENSMUSG00000023057
NM_024461	RefSeq	MGI:1914954	1810037I17Rik	RIKEN cDNA 1810037I17 gene	protein coding gene	ENSMUSG00000054091
NR_046036	RefSeq	MGI:1921307	4933405D12Rik	RIKEN cDNA 4933405D12 gene	lncRNA gene	ENSMUSG00000097852
NM_173374	RefSeq	MGI:98283	Srsf1	serine and arginine-rich splicing factor 1	protein coding gene	ENSMUSG00000018379
NM_016686	RefSeq	MGI:1313291	Vezf1	vascular endothelial zinc finger 1	protein coding gene	ENSMUSG00000018377
NM_001168472	RefSeq	MGI:1915347	Dynll2	dynein light chain LC8-type 2	protein coding gene	ENSMUSG00000020483
NM_026556	RefSeq	MGI:1915347	Dynll2	dynein light chain LC8-type 2	protein coding gene	ENSMUSG00000020483
NM_001168471	RefSeq	MGI:1915347	Dynll2	dynein light chain LC8-type 2	protein coding gene	ENSMUSG00000020483
NM_013830	RefSeq	MGI:109584	Prpf4b	pre-mRNA processing factor 4B	protein coding gene	ENSMUSG00000021413
NR_003518	RefSeq	MGI:1914026	Pisd-ps3	phosphatidylserine decarboxylase, pseudogene 3	pseudogene	
NM_025888	RefSeq	MGI:1914239	Kctd20	potassium channel tetramerisation domain containing 20	protein coding gene	ENSMUSG00000005936
NR_036613	RefSeq	MGI:98285	Srsf3	serine and arginine-rich splicing factor 3	protein coding gene	ENSMUSG00000071172
NM_153390	RefSeq	MGI:1916557	Pxt1	peroxisomal, testis specific 1	protein coding gene	ENSMUSG00000045378
NR_015456		No associated gene				
NR_028529	RefSeq	MGI:3819546	Snord64	small nucleolar RNA, C/D box 64	snoRNA gene	ENSMUSG00000077191
NM_013670	RefSeq	MGI:98347	Snrpn	small nuclear ribonucleoprotein N	protein coding gene	ENSMUSG00000102252
NM_009352	RefSeq	MGI:109634	Terf1	telomeric repeat binding factor 1	protein coding gene	ENSMUSG00000025925
NM_001013787	RefSeq	MGI:3650395	Vmn1r209	vomeronasal 1 receptor 209	protein coding gene	ENSMUSG00000071491
NM_134235	RefSeq	MGI:2159673	Vmn1r210	vomeronasal 1 receptor 210	protein coding gene	ENSMUSG00000061296
NM_134243	RefSeq	MGI:2159685	Vmn1r211	vomeronasal 1 receptor 211	protein coding gene	ENSMUSG00000063998
NM_134241	RefSeq	MGI:2159683	Vmn1r212	vomeronasal 1 receptor 212	protein coding gene	ENSMUSG00000071490
NR_027881	RefSeq	MGI:1915041	6530411M01Rik	RIKEN cDNA 6530411M01 gene	lncRNA gene	ENSMUSG00000097049
NM_001081090	RefSeq	MGI:1913830	Esf1	ESF1 nucleolar pre-rRNA processing protein homolog	protein coding gene	ENSMUSG00000045624
NM_027238	RefSeq	MGI:1917113	Ttc39b	tetratricopeptide repeat domain 39B	protein coding gene	ENSMUSG00000038172
NM_009233	RefSeq	MGI:98357	Sox1	SRY (sex determining region Y)-box 1	protein coding gene	ENSMUSG00000096014
NM_001081336	RefSeq	MGI:2444188	Dgkh	diacylglycerol kinase, eta	protein coding gene	ENSMUSG00000034731
NM_001136259	RefSeq	MGI:1338026	Tom1	target of myb1 trafficking protein	protein coding gene	ENSMUSG00000042870
NM_130877	RefSeq	MGI:2157785	Peg10	paternally expressed 10	protein coding gene	ENSMUSG00000092035
NR_033223	RefSeq	MGI:1328365	Aanat	arylalkylamine N-acetyltransferase	protein coding gene	ENSMUSG00000020804
NM_173755	RefSeq	MGI:2444266	Ube2o	ubiquitin-conjugating enzyme E2O	protein coding gene	ENSMUSG00000020802
NM_001167680	RefSeq	MGI:2442473	Rhbdf2	rhomboid 5 homolog 2	protein coding gene	ENSMUSG00000020806
NM_172572	RefSeq	MGI:2442473	Rhbdf2	rhomboid 5 homolog 2	protein coding gene	ENSMUSG00000020806
NM_080448	RefSeq	MGI:2152938	Srgap3	SLIT-ROBO Rho GTPase activating protein 3	protein coding gene	ENSMUSG00000030257
NM_001081665	RefSeq	MGI:2685304	Itprid1	ITPR interacting domain containing 1	protein coding gene	ENSMUSG00000037973
NM_001039482	RefSeq	MGI:2444855	Klhl20	kelch-like 20	protein coding gene	ENSMUSG00000026705
NM_025985	RefSeq	MGI:1914378	Ube2g1	ubiquitin-conjugating enzyme E2G 1	protein coding gene	ENSMUSG00000020794
NM_029932	RefSeq	MGI:1924827	Spns3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)	protein coding gene	ENSMUSG00000020798
NR_045972	RefSeq	MGI:4439862	Gm16938	predicted gene, 16938	lncRNA gene	ENSMUSG00000097749
NM_011010	RefSeq	MGI:97436	Omp	olfactory marker protein	protein coding gene	ENSMUSG00000074006
NM_007602	RefSeq	MGI:1100859	Capn5	calpain 5	protein coding gene	ENSMUSG00000035547
NM_001081167	RefSeq	MGI:3039603	B3gnt6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	protein coding gene	ENSMUSG00000074004
NM_001113564	RefSeq	MGI:1914120	Serbp1	serpine1 mRNA binding protein 1	protein coding gene	ENSMUSG00000036371
NM_008286		No associated gene				
NM_007569	RefSeq	MGI:88215	Btg1	BTG anti-proliferation factor 1	protein coding gene	ENSMUSG00000036478
NR_027926	RefSeq	MGI:1921956	4930507D05Rik	RIKEN cDNA 4930507D05 gene	lncRNA gene	ENSMUSG00000097129
NM_181423	RefSeq	MGI:2441711	Supv3l1	suppressor of var1, 3-like 1 (S. cerevisiae)	protein coding gene	ENSMUSG00000020079
NM_011157	RefSeq	MGI:97756	Srgn	serglycin	protein coding gene	ENSMUSG00000020077
NR_030576	RefSeq	MGI:3718548	Mir568	microRNA 568	miRNA gene	ENSMUSG00000076372
NM_009398	RefSeq	MGI:1195266	Tnfaip6	tumor necrosis factor alpha induced protein 6	protein coding gene	ENSMUSG00000053475
NM_175238	RefSeq	MGI:1098622	Rif1	replication timing regulatory factor 1	protein coding gene	ENSMUSG00000036202
NM_007726	RefSeq	MGI:104615	Cnr1	cannabinoid receptor 1	protein coding gene	ENSMUSG00000044288
NR_033453	RefSeq	MGI:1924918	9130209A04Rik	RIKEN cDNA 9130209A04 gene	lncRNA gene	ENSMUSG00000117602
NR_033454	RefSeq	MGI:3779458	Gm5095	predicted gene 5095	lncRNA gene	ENSMUSG00000118259
NM_177780	RefSeq	MGI:2652871	Dock5	dedicator of cytokinesis 5	protein coding gene	ENSMUSG00000044447
NR_035483		No associated gene				
NM_178647	RefSeq	MGI:2146370	Cggbp1	CGG triplet repeat binding protein 1	protein coding gene	ENSMUSG00000054604
NM_024197	RefSeq	MGI:1914523	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10	protein coding gene	ENSMUSG00000026260
NM_147038	RefSeq	MGI:3031250	Or6b2	olfactory receptor family 6 subfamily B member 2	protein coding gene	ENSMUSG00000067064
NM_007469	RefSeq	MGI:88053	Apoc1	apolipoprotein C-I	protein coding gene	ENSMUSG00000040564
NM_001110009	RefSeq	MGI:88053	Apoc1	apolipoprotein C-I	protein coding gene	ENSMUSG00000040564
NM_009696	RefSeq	MGI:88057	Apoe	apolipoprotein E	protein coding gene	ENSMUSG00000002985
NM_001109748	RefSeq	MGI:1858259	Tomm40	translocase of outer mitochondrial membrane 40	protein coding gene	ENSMUSG00000002984
NM_020486	RefSeq	MGI:1929940	Bcam	basal cell adhesion molecule	protein coding gene	ENSMUSG00000002980
NM_001177751	RefSeq	MGI:109127	Tsc22d1	TSC22 domain family, member 1	protein coding gene	ENSMUSG00000022010
NM_009366	RefSeq	MGI:109127	Tsc22d1	TSC22 domain family, member 1	protein coding gene	ENSMUSG00000022010
NM_001243003	RefSeq	MGI:3643798	Aadacl2fm3	AADACL2 family member 3	protein coding gene	ENSMUSG00000095522
NM_177661	RefSeq	MGI:3028051	Aadacl2fm1	AADACL2 family member 1	protein coding gene	ENSMUSG00000036951
NM_001122982	RefSeq	MGI:1858199	Ccnc	cyclin C	protein coding gene	ENSMUSG00000028252
NM_001080771	RefSeq	MGI:2448528	Prdm13	PR domain containing 13	protein coding gene	ENSMUSG00000040478
NM_029840	RefSeq	MGI:1924282	Tstd3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	protein coding gene	ENSMUSG00000028251
NR_029563	RefSeq	MGI:2676838	Mir153	microRNA 153	miRNA gene	ENSMUSG00000065538
NM_146229	RefSeq	MGI:2135610	Dync1li1	dynein cytoplasmic 1 light intermediate chain 1	protein coding gene	ENSMUSG00000032435
NM_153585	RefSeq	MGI:1926143	Cnot10	CCR4-NOT transcription complex, subunit 10	protein coding gene	ENSMUSG00000056167
NM_030081	RefSeq	MGI:1925537	Rbsn	rabenosyn, RAB effector	protein coding gene	ENSMUSG00000014550
NM_009426	RefSeq	MGI:98823	Trh	thyrotropin releasing hormone	protein coding gene	ENSMUSG00000005892
NM_007906	RefSeq	MGI:1096317	Eef1a2	eukaryotic translation elongation factor 1 alpha 2	protein coding gene	ENSMUSG00000016349
NM_013611	RefSeq	MGI:97359	Nodal	nodal growth differentiation factor	protein coding gene	ENSMUSG00000037171
NM_013753	RefSeq	MGI:1351623	Pald1	phosphatase domain containing, paladin 1	protein coding gene	ENSMUSG00000020092
NM_010124	RefSeq	MGI:109198	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	protein coding gene	ENSMUSG00000020091
NM_019643	RefSeq	MGI:1929091	Sinhcaf	SIN3-HDAC complex associated factor	protein coding gene	ENSMUSG00000039985
NM_153097	RefSeq	MGI:2387430	Trim60	tripartite motif-containing 60	protein coding gene	ENSMUSG00000053490
NR_040692		No associated gene				
NM_001277149	RefSeq	MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	protein coding gene	ENSMUSG00000041235
NM_001081417		No associated gene				
NM_146606	RefSeq	MGI:109311	Or1m1	olfactory receptor family 1 subfamily M member 1	protein coding gene	ENSMUSG00000054141
NM_001026212	RefSeq	MGI:1891189	Ensa	endosulfine alpha	protein coding gene	ENSMUSG00000038619
NM_008562	RefSeq	MGI:101769	Mcl1	myeloid cell leukemia sequence 1	protein coding gene	ENSMUSG00000038612
NM_144899	RefSeq	MGI:2389008	Adamtsl4	ADAMTS-like 4	protein coding gene	ENSMUSG00000015850
NM_133835	RefSeq	MGI:1920995	Ubac1	ubiquitin associated domain containing 1	protein coding gene	ENSMUSG00000036352
NR_028382	RefSeq	MGI:2444713	B230319C09Rik	RIKEN cDNA B230319C09 gene	lncRNA gene	ENSMUSG00000051844
NM_001042501	RefSeq	MGI:1915402	Fam133b	family with sequence similarity 133, member B	protein coding gene	ENSMUSG00000058503
NM_027777	RefSeq	MGI:1918632	Pex1	peroxisomal biogenesis factor 1	protein coding gene	ENSMUSG00000005907
NM_172991	RefSeq	MGI:2442653	Rbm48	RNA binding motif protein 48	protein coding gene	ENSMUSG00000040302
NM_024440	RefSeq	MGI:1917627	Derl3	Der1-like domain family, member 3	protein coding gene	ENSMUSG00000009092
NM_029472	RefSeq	MGI:1923136	Gstt4	glutathione S-transferase, theta 4	protein coding gene	ENSMUSG00000009093
NM_010361	RefSeq	MGI:106188	Gstt2	glutathione S-transferase, theta 2	protein coding gene	ENSMUSG00000033318
NM_010798	RefSeq	MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	protein coding gene	ENSMUSG00000033307
NM_018828	RefSeq	MGI:1860513	Fnbp4	formin binding protein 4	protein coding gene	ENSMUSG00000008200
NM_175460	RefSeq	MGI:2444155	Nmnat2	nicotinamide nucleotide adenylyltransferase 2	protein coding gene	ENSMUSG00000042751
NM_001160257	RefSeq	MGI:2682334	Smg7	SMG7 nonsense mediated mRNA decay factor	protein coding gene	ENSMUSG00000042772
NM_001160256	RefSeq	MGI:2682334	Smg7	SMG7 nonsense mediated mRNA decay factor	protein coding gene	ENSMUSG00000042772
NM_001177352	RefSeq	MGI:97250	Myc	myelocytomatosis oncogene	protein coding gene	ENSMUSG00000022346
NR_003368	RefSeq	MGI:97824	Pvt1	Pvt1 oncogene	lncRNA gene	ENSMUSG00000097039
NM_133204	RefSeq	MGI:2159640	Zscan5b	zinc finger and SCAN domain containing 5B	protein coding gene	ENSMUSG00000058028
NM_001024928	RefSeq	MGI:2442757	Zfp667	zinc finger protein 667	protein coding gene	ENSMUSG00000054893
NM_001081109	RefSeq	MGI:3036247	Lmtk2	lemur tyrosine kinase 2	protein coding gene	ENSMUSG00000038970
NM_033039	RefSeq	MGI:97401	Ocm	oncomodulin	protein coding gene	ENSMUSG00000029618
NM_013548	RefSeq	MGI:2448329	H3c7	H3 clustered histone 7	protein coding gene	ENSMUSG00000100210
NM_145713	RefSeq	MGI:107502	H1f3	H1.3 linker histone, cluster member	protein coding gene	ENSMUSG00000052565
NM_178196	RefSeq	MGI:2448386	H2bc8	H2B clustered histone 8	protein coding gene	ENSMUSG00000058385
NM_178188	RefSeq	MGI:2448289	H2ac7	H2A clustered histone 7	protein coding gene	ENSMUSG00000071478
NM_178204	RefSeq	MGI:2448322	H3c4	H3 clustered histone 4	protein coding gene	ENSMUSG00000099583
NM_175654	RefSeq	MGI:2448423	H4c4	H4 clustered histone 4	protein coding gene	ENSMUSG00000061482
NM_178197	RefSeq	MGI:2448387	H2bc9	H2B clustered histone 9	protein coding gene	ENSMUSG00000114456
NM_175655	RefSeq	MGI:2448425	H4c6	H4 clustered histone 6	protein coding gene	ENSMUSG00000069274
NM_178205	RefSeq	MGI:2448326	H3c6	H3 clustered histone 6	protein coding gene	ENSMUSG00000069273
NM_178187	RefSeq	MGI:2448290	H2ac8	H2A clustered histone 8	protein coding gene	ENSMUSG00000069272
NM_178195	RefSeq	MGI:2448383	H2bc7	H2B clustered histone 7	protein coding gene	ENSMUSG00000069268
NM_015787	RefSeq	MGI:1931527	H1f4	H1.4 linker histone, cluster member	protein coding gene	ENSMUSG00000051627
NM_008081	RefSeq	MGI:1342058	B4galnt2	beta-1,4-N-acetyl-galactosaminyl transferase 2	protein coding gene	ENSMUSG00000013418
NR_037223	RefSeq	MGI:4834235	Mir3063	microRNA 3063	miRNA gene	ENSMUSG00000093358
NR_033633	RefSeq	MGI:3646360	Gm8709	predicted gene 8709	pseudogene	ENSMUSG00000098179
NM_008321	RefSeq	MGI:96398	Id3	inhibitor of DNA binding 3	protein coding gene	ENSMUSG00000007872
NM_177733	RefSeq	MGI:1096341	E2f2	E2F transcription factor 2	protein coding gene	ENSMUSG00000018983
NM_009681	RefSeq	MGI:1337062	Ap3s1	adaptor-related protein complex 3, sigma 1 subunit	protein coding gene	ENSMUSG00000024480
NM_026217	RefSeq	MGI:1914776	Atg12	autophagy related 12	protein coding gene	ENSMUSG00000032905
NM_001033378		No associated gene				
NM_001038589	RefSeq	MGI:1928898	Usp14	ubiquitin specific peptidase 14	protein coding gene	ENSMUSG00000047879
NM_027315	RefSeq	MGI:1917343	Ube2q1	ubiquitin-conjugating enzyme E2Q family member 1	protein coding gene	ENSMUSG00000042572
NM_172530	RefSeq	MGI:1099462	She	src homology 2 domain-containing transforming protein E	protein coding gene	ENSMUSG00000046280
NM_024221	RefSeq	MGI:1915513	Pdhb	pyruvate dehydrogenase (lipoamide) beta	protein coding gene	ENSMUSG00000021748
NM_001005423	RefSeq	MGI:2151839	Mreg	melanoregulin	protein coding gene	ENSMUSG00000039395
NM_025673	RefSeq	MGI:1913879	Golph3	golgi phosphoprotein 3	protein coding gene	ENSMUSG00000022200
NM_009290	RefSeq	MGI:107924	Wnt8a	wingless-type MMTV integration site family, member 8A	protein coding gene	ENSMUSG00000012282
NM_146084	RefSeq	MGI:2447834	Fam13b	family with sequence similarity 13, member B	protein coding gene	ENSMUSG00000036501
NM_080637	RefSeq	MGI:1922783	Nme5	NME/NM23 family member 5	protein coding gene	ENSMUSG00000035984
NM_177773	RefSeq	MGI:3045347	Brd8dc	BRD8 domain containing	protein coding gene	ENSMUSG00000049357
